Campus,Year,Session,Subject,Course,Detail,Section,Title,Professor,Enrolled,Avg,Std dev,High,Low,<50,50-54,55-59,60-63,64-67,68-71,72-75,76-79,80-84,85-89,90-100,Median,Percentile (75),Percentile (25)
UBCV,2019,W,FREN,102,,901,Beginners' French II,Zoe Nassehi;Zohreh Nassehi,17,80.176470588,13.473285114,96.0,45.0,1,0,1,0,1,1,1,0,4,4,4,,,
UBCV,2019,W,FREN,111,,109,Elementary French I,Zoe Nassehi;Zohreh Nassehi,21,73.523809524,15.448686182,99.0,29.0,1,0,1,2,3,1,2,7,0,0,4,,,
UBCV,2019,W,FREN,111,,113,Elementary French I,Zoe Nassehi;Zohreh Nassehi,20,79.15,12.295805875,95.0,53.0,0,1,0,1,2,2,2,1,2,3,6,,,
UBCV,2019,W,FREN,112,,201,Elementary French II,Zoe Nassehi;Zohreh Nassehi,31,79.935483871,10.324519307,97.0,57.0,0,0,1,0,3,3,5,1,8,3,7,,,
UBCV,2019,W,FREN,112,,207,Elementary French II,Zoe Nassehi;Zohreh Nassehi,19,75.052631579,13.331140171,95.0,55.0,0,0,4,0,2,1,2,4,1,1,4,,,
UBCV,2019,W,FREN,112,,211,Elementary French II,Zoe Nassehi;Zohreh Nassehi,29,77.275862069,13.336032157,95.0,45.0,1,2,1,0,0,4,4,2,3,6,6,,,
UBCV,2020,S,FREN,111,,922,Elementary French I,Zoe Nassehi;Zohreh Nassehi,30,78.933333333,11.431756535,97.0,59.0,0,0,2,2,1,4,3,3,4,5,6,,,
UBCV,2020,S,FREN,112,,923,Elementary French II,Zoe Nassehi;Zohreh Nassehi,23,69.913043478,15.509273013,100.0,28.0,1,0,4,2,4,3,2,1,2,1,3,,,
UBCV,2020,W,FREN,101,,105,Beginners' French I,Zoe Nassehi;Zohreh Nassehi,30,75.2,20.720471303,99.0,0.0,2,1,0,2,1,4,3,2,4,6,5,,,
UBCV,2020,W,FREN,111,,108,Elementary French I,Zoe Nassehi;Zohreh Nassehi,31,80.129032258,11.215292939,97.0,59.0,0,0,1,1,4,2,4,3,3,4,9,,,
UBCV,2020,W,FREN,111,,110,Elementary French I,Zoe Nassehi;Zohreh Nassehi,26,81.230769231,12.735172374,95.0,50.0,0,1,2,1,0,0,4,2,4,1,11,,,
UBCV,2020,W,FREN,111,,901,Elementary French I,Zoe Nassehi;Zohreh Nassehi,26,79.576923077,16.017922654,97.0,25.0,1,0,0,3,1,2,2,1,3,4,9,,,
UBCV,2020,W,FREN,112,,208,Elementary French II,Zoe Nassehi;Zohreh Nassehi,34,76.147058824,13.448290086,98.0,50.0,0,3,2,1,3,2,5,2,4,6,6,,,
UBCV,2020,W,FREN,112,,209,Elementary French II,Zoe Nassehi;Zohreh Nassehi,31,75.870967742,14.470065504,96.0,37.0,1,2,1,2,4,1,1,2,5,8,4,,,
UBCV,2020,W,FREN,112,,211,Elementary French II,Zoe Nassehi;Zohreh Nassehi,18,75.5,16.800735278,98.0,38.0,2,1,0,0,0,2,3,0,3,3,4,,,
UBCV,2021,S,FREN,202,,922,Elementary French II,Zoe Nassehi,27,79.37037037,15.415147765,96.0,21.0,1,1,0,1,1,0,3,3,5,7,5,,,
UBCV,2021,S,FREN,202,,924,Elementary French II,Zoe Nassehi,26,78.461538462,12.684575733,95.0,52.0,0,1,1,1,2,3,3,1,2,4,8,,,
UBCV,2021,W,FREN,201,,105,Elementary French I,Zoe Nassehi,27,82.037037037,9.669466143,96.0,64.0,0,0,0,0,3,2,2,2,5,7,6,,,
